Source DataFile                                             ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,       Sig,        Fo,        Fm,     Fv/Fm,         p,    Alp1QA,
------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,----------,----------,----------,----------,----------,----------,--------,-----------,-----------,----------,----------,----------,----------,----------,----------,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:14,    1694542754091,--Not Acquired--     ,-Not Acquired--      , -2897.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     1.6317,     0.9672,    253.97,    537.71,   1846.00,    0.7087,    0.1950,    0.7815,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:16,    1694542755818,--Not Acquired--     ,-Not Acquired--      , -2885.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1411,     0.9804,    288.71,    736.68,   1652.17,    0.5541,    0.4540,    0.8629,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:17,    1694542757529,--Not Acquired--     ,-Not Acquired--      , -2882.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1062,     0.9790,    301.73,    682.38,   1698.15,    0.5982,    0.4280,    0.8749,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:19,    1694542759186,--Not Acquired--     ,-Not Acquired--      , -2867.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.6584,     0.9767,    281.18,    639.50,   1695.91,    0.6229,    0.3540,    0.8067,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:21,    1694542760860,--Not Acquired--     ,-Not Acquired--      , -2856.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0829,     0.9787,    298.31,    680.52,   1672.26,    0.5931,    0.4210,    0.8674,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:22,    1694542762648,--Not Acquired--     ,-Not Acquired--      , -2879.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0847,     0.9784,    303.19,    678.00,   1687.15,    0.5981,    0.4150,    0.8798,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:24,    1694542764279,--Not Acquired--     ,-Not Acquired--      , -2865.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0822,     0.9777,    300.00,    674.48,   1697.66,    0.6027,    0.4040,    0.8737,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:26,    1694542765949,--Not Acquired--     ,-Not Acquired--      , -2904.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0867,     0.9784,    301.20,    679.60,   1684.73,    0.5966,    0.4190,    0.8767,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:27,    1694542767621,--Not Acquired--     ,-Not Acquired--      , -2884.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0684,     0.9780,    302.33,    677.01,   1688.25,    0.5990,    0.4140,    0.8851,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:29,    1694542769264,--Not Acquired--     ,-Not Acquired--      , -2879.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0930,     0.9787,    301.08,    673.14,   1678.09,    0.5989,    0.4190,    0.8660,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:31,    1694542770907,--Not Acquired--     ,-Not Acquired--      , -2888.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0845,     0.9782,    302.56,    676.06,   1684.16,    0.5986,    0.4130,    0.8763,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:32,    1694542772566,--Not Acquired--     ,-Not Acquired--      , -2890.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0922,     0.9783,    302.48,    676.25,   1686.46,    0.5990,    0.4160,    0.8796,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:34,    1694542774223,--Not Acquired--     ,-Not Acquired--      , -2847.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0970,     0.9786,    302.21,    675.78,   1681.50,    0.5981,    0.4180,    0.8705,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:36,    1694542775851,--Not Acquired--     ,-Not Acquired--      , -2863.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0787,     0.9786,    302.86,    676.87,   1682.42,    0.5977,    0.4190,    0.8753,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:37,    1694542777451,--Not Acquired--     ,-Not Acquired--      , -2866.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1133,     0.9785,    302.92,    675.25,   1682.74,    0.5987,    0.4180,    0.8761,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:39,    1694542779095,--Not Acquired--     ,-Not Acquired--      , -2874.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0986,     0.9788,    303.57,    675.08,   1680.40,    0.5983,    0.4190,    0.8694,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:40,    1694542780681,--Not Acquired--     ,-Not Acquired--      , -2875.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0866,     0.9787,    303.40,    675.50,   1680.35,    0.5980,    0.4200,    0.8733,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:42,    1694542782281,--Not Acquired--     ,-Not Acquired--      , -2852.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1023,     0.9786,    304.10,    675.21,   1679.15,    0.5979,    0.4170,    0.8732,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:44,    1694542783889,--Not Acquired--     ,-Not Acquired--      , -2870.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0851,     0.9785,    303.45,    674.84,   1678.79,    0.5980,    0.4150,    0.8719,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:45,    1694542785512,--Not Acquired--     ,-Not Acquired--      , -2861.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0950,     0.9788,    303.45,    673.27,   1677.18,    0.5986,    0.4180,    0.8681,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:47,    1694542787108,--Not Acquired--     ,-Not Acquired--      , -2866.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0886,     0.9787,    303.89,    675.02,   1679.55,    0.5981,    0.4190,    0.8733,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:48,    1694542788726,--Not Acquired--     ,-Not Acquired--      , -2874.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0747,     0.9786,    303.27,    675.19,   1680.35,    0.5982,    0.4190,    0.8766,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:50,    1694542790296,--Not Acquired--     ,-Not Acquired--      , -2896.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0892,     0.9788,    303.45,    674.76,   1678.80,    0.5981,    0.4200,    0.8712,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:52,    1694542791893,--Not Acquired--     ,-Not Acquired--      , -2873.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1049,     0.9789,    303.30,    675.07,   1675.17,    0.5970,    0.4210,    0.8653,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:53,    1694542793471,--Not Acquired--     ,-Not Acquired--      , -2880.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0968,     0.9789,    304.52,    675.73,   1676.67,    0.5970,    0.4190,    0.8697,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:55,    1694542795107,--Not Acquired--     ,-Not Acquired--      , -2892.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0818,     0.9787,    303.29,    672.92,   1676.38,    0.5986,    0.4180,    0.8701,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:56,    1694542796704,--Not Acquired--     ,-Not Acquired--      , -2878.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0929,     0.9789,    303.95,    674.53,   1676.22,    0.5976,    0.4180,    0.8667,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:19:58,    1694542798301,--Not Acquired--     ,-Not Acquired--      , -2900.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0989,     0.9788,    304.24,    675.19,   1674.41,    0.5968,    0.4170,    0.8676,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:20:00,    1694542799899,--Not Acquired--     ,-Not Acquired--      , -2871.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0921,     0.9790,    303.68,    674.99,   1674.51,    0.5969,    0.4200,    0.8659,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:20:01,    1694542801521,--Not Acquired--     ,-Not Acquired--      , -2881.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0905,     0.9789,    304.31,    675.19,   1676.79,    0.5973,    0.4210,    0.8716,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:20:03,    1694542803136,--Not Acquired--     ,-Not Acquired--      , -2866.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0892,     0.9788,    304.22,    673.54,   1675.57,    0.5980,    0.4180,    0.8699,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_data.csv , 2023/09/12, 15:20:04,    1694542804730,--Not Acquired--     ,-Not Acquired--      , -2887.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0802,     0.9787,    303.89,    674.63,   1676.14,    0.5975,    0.4180,    0.8723,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:23:54,    1694543033888,--Not Acquired--     ,-Not Acquired--      , -2920.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     1.5845,     0.9683,    258.41,    550.56,   1845.58,    0.7017,    0.2070,       505,    0.7862,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:23:55,    1694543035548,--Not Acquired--     ,-Not Acquired--      , -2877.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1014,     0.9795,    292.86,    716.79,   1666.74,    0.5699,    0.4360,       532,    0.8700,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:23:57,    1694543037154,--Not Acquired--     ,-Not Acquired--      , -2891.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1167,     0.9793,    303.12,    687.14,   1687.66,    0.5928,    0.4370,       505,    0.8801,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:23:58,    1694543038778,--Not Acquired--     ,-Not Acquired--      , -2868.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.3060,     0.9768,    288.75,    649.83,   1711.68,    0.6204,    0.3700,       503,    0.8342,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:00,    1694543040409,--Not Acquired--     ,-Not Acquired--      , -2877.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0809,     0.9784,    300.20,    680.31,   1686.45,    0.5966,    0.4190,       501,    0.8762,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:02,    1694543042048,--Not Acquired--     ,-Not Acquired--      , -2863.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0987,     0.9785,    303.54,    678.31,   1687.99,    0.5982,    0.4170,       499,    0.8764,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:03,    1694543043669,--Not Acquired--     ,-Not Acquired--      , -2889.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0714,     0.9776,    301.68,    675.41,   1705.80,    0.6041,    0.4080,       497,    0.8857,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:05,    1694543045282,--Not Acquired--     ,-Not Acquired--      , -2870.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1123,     0.9785,    301.70,    676.91,   1690.28,    0.5995,    0.4160,       496,    0.8702,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:07,    1694543046910,--Not Acquired--     ,-Not Acquired--      , -2867.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0736,     0.9783,    303.63,    678.05,   1694.30,    0.5998,    0.4170,       498,    0.8838,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:08,    1694543048525,--Not Acquired--     ,-Not Acquired--      , -2850.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0910,     0.9782,    302.64,    675.70,   1697.76,    0.6020,    0.4160,       498,    0.8801,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:10,    1694543050160,--Not Acquired--     ,-Not Acquired--      , -2876.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0935,     0.9786,    303.55,    677.37,   1693.44,    0.6000,    0.4200,       498,    0.8758,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:11,    1694543051778,--Not Acquired--     ,-Not Acquired--      , -2899.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0833,     0.9784,    303.41,    677.79,   1695.06,    0.6001,    0.4190,       498,    0.8803,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:13,    1694543053387,--Not Acquired--     ,-Not Acquired--      , -2865.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0944,     0.9785,    304.34,    676.74,   1693.91,    0.6005,    0.4170,       498,    0.8760,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:15,    1694543055014,--Not Acquired--     ,-Not Acquired--      , -2865.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0791,     0.9781,    303.68,    675.80,   1695.46,    0.6014,    0.4140,       497,    0.8832,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:16,    1694543056623,--Not Acquired--     ,-Not Acquired--      , -2874.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0911,     0.9786,    304.60,    676.96,   1694.08,    0.6004,    0.4180,       498,    0.8767,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:18,    1694543058235,--Not Acquired--     ,-Not Acquired--      , -2876.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0834,     0.9785,    304.65,    675.72,   1695.46,    0.6015,    0.4170,       498,    0.8783,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:20,    1694543059860,--Not Acquired--     ,-Not Acquired--      , -2895.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1073,     0.9789,    305.15,    678.19,   1692.23,    0.5992,    0.4190,       498,    0.8698,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:21,    1694543061482,--Not Acquired--     ,-Not Acquired--      , -2867.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0901,     0.9788,    303.97,    678.88,   1693.38,    0.5991,    0.4220,       499,    0.8717,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:23,    1694543063099,--Not Acquired--     ,-Not Acquired--      , -2886.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0836,     0.9787,    304.98,    677.62,   1693.69,    0.5999,    0.4180,       498,    0.8751,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:24,    1694543064733,--Not Acquired--     ,-Not Acquired--      , -2885.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0855,     0.9788,    305.34,    678.14,   1694.66,    0.5998,    0.4190,       499,    0.8733,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:26,    1694543066334,--Not Acquired--     ,-Not Acquired--      , -2865.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1003,     0.9790,    304.95,    680.18,   1691.90,    0.5980,    0.4220,       498,    0.8682,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:28,    1694543067933,--Not Acquired--     ,-Not Acquired--      , -2884.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0892,     0.9787,    305.23,    676.86,   1694.83,    0.6006,    0.4170,       499,    0.8723,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:29,    1694543069545,--Not Acquired--     ,-Not Acquired--      , -2889.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0862,     0.9786,    305.13,    680.12,   1698.30,    0.5995,    0.4210,       499,    0.8804,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:31,    1694543071190,--Not Acquired--     ,-Not Acquired--      , -2884.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0815,     0.9787,    305.52,    679.86,   1698.29,    0.5997,    0.4220,       499,    0.8798,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:33,    1694543072823,--Not Acquired--     ,-Not Acquired--      , -2875.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0890,     0.9790,    305.49,    680.40,   1696.37,    0.5989,    0.4230,       499,    0.8736,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:34,    1694543074447,--Not Acquired--     ,-Not Acquired--      , -2893.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1029,     0.9792,    305.56,    680.10,   1694.72,    0.5987,    0.4220,       499,    0.8653,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:36,    1694543076073,--Not Acquired--     ,-Not Acquired--      , -2865.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0750,     0.9787,    306.34,    678.64,   1698.03,    0.6003,    0.4200,       499,    0.8796,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:37,    1694543077705,--Not Acquired--     ,-Not Acquired--      , -2892.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0829,     0.9790,    305.71,    679.83,   1698.46,    0.5997,    0.4230,       500,    0.8741,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:39,    1694543079345,--Not Acquired--     ,-Not Acquired--      , -2888.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0939,     0.9790,    305.61,    681.53,   1698.43,    0.5987,    0.4230,       499,    0.8734,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:41,    1694543080988,--Not Acquired--     ,-Not Acquired--      , -2886.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0859,     0.9788,    306.09,    679.58,   1700.26,    0.6003,    0.4200,       498,    0.8775,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:42,    1694543082666,--Not Acquired--     ,-Not Acquired--      , -2867.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0900,     0.9792,    306.05,    680.03,   1698.15,    0.5995,    0.4240,       500,    0.8703,
C:\LIFT\DATA\LOW\DecayRef\20230912_NaOm1663_18C_1S_Ref_data.csv , 2023/09/12, 15:24:44,    1694543084260,--Not Acquired--     ,-Not Acquired--      , -2872.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.0742,     0.9789,    306.19,    679.86,   1700.02,    0.6001,    0.4210,       500,    0.8768,
